Incubation time,T,Time,Add,Ash,CBC,CEC,NBC,PBC,OPBC,SSA,pHsoil,TP,OPsoil,TC,OC,Fertilizer type,Soil texture,ECsoil,P growth rate
3,400,2,2,38,45.77,,3.26,0.424,,,7.06,0.63,45.38,0.709,,1,5,,4.003927471
3,400,2,2,17.61,55.45,,3.55,1.687,,,7.06,0.63,45.38,0.709,,1,5,,1.494119764
3,400,2,1,45.1,36.7,,3.22,2.524,,,6.45,0.88,153.52,1.203,,1,5,,0.23943297
3,400,2,1,38,45.77,,3.26,0.424,,,6.45,0.88,153.52,1.203,,1,5,,0.13927474
3,400,2,1,17.61,55.45,,3.55,1.687,,,6.45,0.88,153.52,1.203,,1,5,,0.00385848
3,400,2,1,45.1,36.7,,3.22,2.524,,,6.6,,38.04,1.834,,1,5,,3.865754813
3,400,2,1,38,45.77,,3.26,0.424,,,6.6,0.38,38.04,1.834,,1,5,,1.987409757
3,400,2,1,17.61,55.45,,3.55,1.687,,,6.6,0.38,38.04,1.834,,1,5,,0.171904723
3,400,2,1,45.1,36.7,,3.22,2.524,,,7.06,0.63,45.38,0.709,,1,5,,3.258826937
3,400,2,1,38,45.77,,3.26,0.424,,,7.06,0.63,45.38,0.709,,1,5,,2.474517513
3,400,2,1,17.61,55.45,,3.55,1.687,,,7.06,0.63,45.38,0.709,,1,5,,0.803922644
1,400,2,2,45.1,36.7,,3.22,2.524,,,6.45,0.88,153.52,1.203,,1,5,,0.7605251
1,400,2,2,38,45.77,,3.26,0.424,,,6.45,0.88,153.52,1.203,,1,5,,0.5364933
1,400,2,2,17.61,55.45,,3.55,1.687,,,6.45,0.88,153.52,1.203,,1,5,,0.18947457
1,400,2,2,45.1,36.7,,3.22,2.524,,,6.6,,38.04,1.834,,1,5,,4.811746469
1,400,2,2,38,45.77,,3.26,0.424,,,6.6,,38.04,1.834,,1,5,,3.776579679
1,400,2,2,17.61,55.45,,3.55,1.687,,,6.6,0.38,38.04,1.834,,1,5,,0.905677396
1,400,2,2,45.1,36.7,,3.22,2.524,,,7.06,0.63,45.38,0.709,,1,5,,5.368216062
1,400,2,2,38,45.77,,3.26,0.424,,,7.06,0.63,45.38,0.709,,1,5,,3.872095696
1,400,2,2,17.61,55.45,,3.55,1.687,,,7.06,0.63,45.38,0.709,,1,5,,1.29069712
1,400,2,1,45.1,36.7,,3.22,2.524,,,6.45,0.88,153.52,1.203,,1,5,,0.17
1,400,2,1,38,45.77,,3.26,0.424,,,6.45,,153.52,1.203,,1,5,,0.127196
1,400,2,1,17.61,55.45,,3.55,1.687,,,6.45,,153.52,1.203,,1,5,,-0.03492076
1,400,2,1,45.1,36.7,,3.22,2.524,,,6.6,0.38,38.04,1.834,,1,5,,2.870643244
1,400,2,1,17.61,55.45,,3.55,1.687,,,6.6,0.38,38.04,1.834,,1,5,,0.240747713
1,400,2,1,45.1,36.7,,3.22,2.524,,,7.06,0.63,45.38,0.709,,1,5,,3.124035513
1,400,2,1,38,45.77,,3.26,0.424,,,7.06,0.63,45.38,0.709,,1,5,,2.306211318
1,400,2,1,17.61,55.45,,3.55,1.687,,,7.06,0.63,45.38,0.709,,1,5,,0.705425415
70,,,8,37.3,51.8,,1.11,,,282,5.18,0.81,45.22,,,2,2,,0.62623403
70,,,6,37.3,51.8,,1.11,,,282,5.18,0.81,45.22,,,2,2,,0.509963101
70,,,4,37.3,51.8,,1.11,,,282,5.18,0.81,45.22,,,2,2,,0.234228995
70,,,2,37.3,51.8,,1.11,,,282,5.18,0.81,45.22,,,2,2,,0.200189755
70,,,0.5,37.3,51.8,,1.11,,,282,5.18,0.81,45.22,,,2,2,,0.058818353
60,700,2,4,,,,,0.152,44.95,,5.77,0.86,43.05,,51.03,1,4,,0.135656214
60,600,2,4,,,,,0.142,47.45,,5.77,0.86,43.05,,51.03,1,4,,0.337049942
60,500,2,4,,,,,0.137,56.8,,5.77,0.86,43.05,,51.03,1,4,,0.090824623
60,700,2,4,,,,,0.166,64.56,,5.77,0.86,43.05,,51.03,1,4,,0.319396051
60,400,2,4,,,,,0.119,70.07,,5.77,0.86,43.05,,51.03,1,4,,0.09941928
60,700,2,4,,,,,0.188,74.03,,5.77,0.86,43.05,,51.03,1,4,,0.484320557
60,300,2,4,,,,,0.108,77.13,,5.77,0.86,43.05,,51.03,1,4,,0.044134727
60,500,2,4,,,,,0.147,78.96,,5.77,0.86,43.05,,51.03,1,4,,0.265969803
60,200,2,4,,,,,0.105,81.02,,5.77,,43.05,,51.03,1,4,,-0.03786295
60,600,2,4,,,,,0.18,82.28,,5.77,0.86,43.05,,51.03,1,4,,0.653890825
60,600,2,4,,,,,0.172,82.75,,5.77,0.86,43.05,,51.03,1,4,,0.837398374
60,400,2,4,,,,,0.134,83.59,,5.77,0.86,43.05,,51.03,1,4,,0.409988386
60,300,2,4,,,,,0.12,89,,5.77,0.86,43.05,,51.03,1,4,,0.333333333
60,500,2,4,,,,,0.173,91.1,,5.77,0.86,43.05,,51.03,1,4,,0.691056911
60,200,2,4,,,,,0.111,95.9,,5.77,,43.05,,51.03,1,4,,-0.008130081
60,400,2,4,,,,,0.146,100.76,,5.77,0.86,43.05,,51.03,1,4,,0.767711963
60,200,2,4,,,,,0.122,117.05,,5.77,0.86,43.05,,51.03,1,4,,0.442740999
60,300,2,4,,,,,0.134,123.25,,5.77,0.86,43.05,,51.03,1,4,,0.558420441
160,400,2,4,43,60.2,43,,1.88,1448,,5.01,,,,,2,2,,0.907049091
160,400,2,4,43,60.2,43,,1.88,1448,,5.37,,,,,2,2,,0.114128462
90,400,2,4,43,60.2,43,,1.88,1448,,5.01,,,,,2,2,,0.299311077
90,400,2,4,43,60.2,43,,1.88,1448,,5.37,,,,,2,2,,0.011441297
90,400,2,2,42,62.7,36.2,,0.34,199,,5.43,0.31,8.68,,13.93,1,4,,-0.001685784
90,400,2,2,40.8,51.2,30.3,,0.15,211,,5.43,0.31,8.68,,13.93,1,4,,-0.000747906
90,400,2,2,26.2,73.6,26.3,,0.441,345,,5.43,0.31,8.68,,13.93,1,4,,-0.226151724
90,400,2,2,24,73.5,24.3,,0.586,641,,5.43,0.31,8.68,,13.93,1,4,,0.215172737
90,400,2,2,40.8,51.2,30.3,,0.15,211,,6.2,0.36,5.09,,3.98,1,3,,-0.008747755
90,400,2,2,42,62.7,36.2,,0.34,199,,6.2,0.36,5.09,,3.98,1,3,,0.028437798
90,400,2,2,26.2,73.6,26.3,,0.441,345,,6.2,0.36,5.09,,3.98,1,3,,-0.031433106
90,400,2,2,24,73.5,24.3,,0.586,641,,6.2,0.36,5.09,,3.98,1,3,,0.080141782
90,400,2,2,43,60.2,43,,1.88,1448,,6.2,0.36,5.09,,3.98,1,3,,0.382981309
90,400,2,1,42,62.7,36.2,,0.34,199,,5.43,0.31,8.68,,13.93,1,4,,-0.001415374
90,400,2,1,40.8,51.2,30.3,,0.15,211,,5.43,0.31,8.68,,13.93,1,4,,-0.000510014
90,400,2,1,26.2,73.6,26.3,,0.441,345,,5.43,0.31,8.68,,13.93,1,4,,-0.186141318
90,400,2,1,24,73.5,24.3,,0.586,641,,5.43,0.31,8.68,,13.93,1,4,,0.0712941
90,400,2,1,43,60.2,43,,1.88,1448,,5.43,0.31,8.68,,13.93,1,4,,0.447774937
90,400,2,1,42,62.7,36.2,,0.34,199,,6.2,0.36,5.09,,3.98,1,3,,-0.002341565
90,400,2,1,26.2,73.6,26.3,,0.441,345,,6.2,0.36,5.09,,3.98,1,3,,-0.03106978
90,400,2,1,24,73.5,24.3,,0.586,641,,6.2,0.36,5.09,,3.98,1,3,,0.018093356
90,400,2,1,43,60.2,43,,1.88,1448,,6.2,0.36,5.09,,3.98,1,3,,0.168760344
90,400,2,0.1,43,60.2,43,,1.88,1448,,5.43,0.31,8.68,,13.93,1,4,,0.298972442
90,400,2,0.1,40.8,51.2,30.3,,0.15,211,,6.2,0.36,5.09,,3.98,1,3,,-0.005226295
60,400,2,4,43,60.2,43,,1.88,1448,,5.01,,,,,2,2,,0.309293108
60,400,2,4,43,60.2,43,,1.88,1448,,5.37,,,,,2,2,,0.112765403
345,450,4,0.2,,,,0.685,0.08,,,7.89,,27.4,,9.47,2,1,,0.539145907
345,450,4,0.2,,,,0.685,0.08,,,7.89,,27.4,,9.47,2,1,,0.527363184
345,450,4,0.2,,,,0.559,0.26,,,7.89,,27.4,,9.47,2,1,,0.449419569
345,450,4,0.2,,,,0.559,0.26,,,7.89,,27.4,,9.47,2,1,,0.391459075
345,450,4,0.2,,,,1.68,0.43,,,7.89,,27.4,,9.47,2,1,,0.549822064
345,450,4,0.2,,,,1.68,0.43,,,7.89,,27.4,,9.47,2,1,,0.43946932
130,,,,,45.8,,0.54,0.059,,,6.77,,15.41,1.16,,3,5,,1.215686275
130,,,,,45.8,,0.54,0.059,,,6.77,,15.41,1.16,,3,5,,0.575163399
63,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.772277228
63,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.478899083
63,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.51572327
63,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.356435644
63,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.28440367
63,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.237421384
63,500,0.5,0.4444,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.04950495
63,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.130275229
63,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.147798742
49,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.977142857
49,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.571678322
49,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.324570273
49,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.588571429
49,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.63986014
49,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.122345804
49,500,0.5,0.4444,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.108571429
49,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.246503497
49,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.061678463
35,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.718446602
35,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.329192547
35,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.315384615
35,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.247572816
35,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.391304348
35,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.2
35,500,0.5,0.4444,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.169902913
35,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.131677019
35,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.084615385
21,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.490506329
21,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.257545272
21,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.325153374
21,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.17721519
21,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.29778672
21,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.147239264
21,500,0.5,0.4444,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.079113924
21,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.116700201
21,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.049079755
14,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.632286996
14,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.341127923
14,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.25
14,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.170403587
14,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.389270977
14,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.1
14,500,0.5,0.4444,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.098654709
14,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.116918845
14,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.05
7,500,0.5,1.7778,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.708695652
7,500,0.5,1.7778,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.307692308
7,500,0.5,1.7778,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.573729864
7,500,0.5,0.8889,,,,0.49,0.038,287.12,,5.39,0.246,2.82,,,1,6,,0.147826087
7,500,0.5,0.8889,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.06993007
7,500,0.5,0.8889,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.425030979
7,500,0.5,0.4444,,,,0.49,0.038,287.12,,7.94,0.223,7.79,,,1,1,,0.083023544
7,500,0.5,0.4444,,,,0.49,0.038,287.12,,8.35,0.38,15.25,,,1,4,,0.020979021
95,,,1,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.126126126
95,,,0.6,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.816816817
95,,,0.2,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.36036036
45,,,1,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.158878505
45,,,0.6,,33.2,,0.26,0.58,,,8.36,,4.38,,,3,5,,1.289719626
45,,,0.2,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.588785047
30,,,1,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.885913853
30,,,0.6,,33.2,,0.26,0.58,,,8.36,,4.38,,,3,5,,1.142025611
30,,,0.2,,33.2,,0.26,0.58,,,8.36,0.26,4.38,,,3,5,,0.920838184
80,700,,6,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,1.115347298
80,700,,3,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.963422464
80,700,,1,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.668683294
80,700,,0.5,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.405627533
5,700,,6,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,1.461809062
5,700,,6,,,59.42,0.656,0.6119,690,,8.98,,11.04,,3.68,2,2,220,-0.008381537
5,700,,3,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.860905216
5,700,,3,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,2,2,220,1.939440444
5,700,,1,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.393181779
5,700,,1,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,2,2,220,2.305394877
5,700,,0.5,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,1,2,220,0.277479158
5,700,,0.5,,,59.42,0.656,0.6119,690,,8.98,0.979,11.04,,3.68,2,2,220,2.588714437
120,,,0.333,,,,0.26,0.58,,,,0.45,4.58,,5.69,2,4,,3.256926952
120,,,0.333,,,,0.26,0.58,,,,0.45,4.58,,5.69,2,4,,3.093198992
120,,,0.333,,,,0.26,0.58,,,,0.45,4.58,,5.69,2,4,,2.513853904
168,600,,12,6.36,49.9,,0.532,,,,5.96,0.344,8.34,,,2,6,,0.503311258
168,600,,8,6.36,49.9,,0.532,,,,5.96,0.344,8.34,,,2,6,,0.225165563
168,600,,4,6.36,49.9,,0.532,,,,5.96,0.344,8.34,,,2,6,,0.112582781
168,600,,1,6.36,49.9,,0.532,,,,5.96,0.344,8.34,,,2,6,,0.17218543
120,600,1,4,,,27.25,0.0386,0.0581,,71.22,6.8,,6.89,0.5383,,2,5,,0.894994722
120,600,1,4,,,27.25,0.0386,0.0581,,71.22,6.8,,6.89,0.5383,,2,5,,0.607763904
120,600,1,4,,,29.12,0.0297,0.0622,,70.4,6.8,,6.89,0.5383,,2,5,,0.397250568
120,600,1,4,,,29.12,0.0297,0.0622,,70.4,6.8,,6.89,0.5383,,2,5,,0.218248881
120,600,1,4,,,28.25,0.0266,0.0781,,65.22,6.8,,6.89,0.5383,,2,5,,0.941147975
120,600,1,4,,,28.25,0.0266,0.0781,,65.22,6.8,,6.89,0.5383,,2,5,,0.737527362
120,600,1,4,,,30.5,0.036,0.0875,,78.35,6.8,,6.89,0.5383,,2,5,,0.912094321
120,600,1,4,,,30.5,0.036,0.0875,,78.35,6.8,,6.89,0.5383,,2,5,,0.477902162
150,500,6,4,,,,,1.06,,,5.52,0.63,30.88,,,1,5,,2.740284974
150,500,6,2,,,,,1.06,,,5.52,0.63,30.88,,,1,5,,1.372733161
150,500,6,0.8,,,,,1.06,,,5.52,0.63,30.88,,,1,5,,0.464702073
